"ID";"Number";"Name";"Journal";"Owner"
"526";"SL1000-2108";"Kabel 25# rød 1070mm monteret";;"Smartlift"
"527";"SL1000-2200";"Kabel Curtis Interface";"2022/02/14 MR: Opdateret til version 5; farverne grå og pink ombyttet i motorstikket.
20220112 MR: Opdateret til R0_V4 baseret på mail af 20220110 fra MR@SmartLift: ""Jeg har en lille rettelse til kabeloversigten. Hvis du kigger på fanen ”Curtis”, så kan du se at jeg har byttet to tal""
";"Smartlift"
"528";"SL1000-2109";"Kabel 190686 med stik 83417701";;"Smartlift"
"529";"SL1000-2110";"Kabel 190686 med stik 83417701";;"Smartlift"
"530";"SL1000-2111";"Kabel forsyning til box +";;"Smartlift"
"531";"SL1000-2114";"Parts for SL1000-2000";;"Smartlift"
"532";"SL1000-2112";"Kabel for vejecelle";;"Smartlift"
"533";"SL1000-2113";"Kabler for vakuumstat";;"Smartlift"
"534";"SL1000-2115";"Kabel forsyning til box, minus";;"Smartlift"
"535";"SL1000-2116";"Kabel PLC to EL box";;"Smartlift"
"536";"SL1000-2117";"Kabel PLC to EL box";;"Smartlift"
"537";"SL1000-0000";"SmartLift billedmappe";;"Smartlift"
"538";"SL1000-2118";"Kabel Elbox <> Tillerhead";;"Smartlift"
"541";"SSM-340";"Wire Harness for SSM-300 Speed Limiter";;
"542";"SL1000-FREI";"Mechtronic Frei Tillerheadmodul";;"Smartlift"
"543";"MMB-210";"Mechtronic Mainboard FREI TEMO ";;
"544";"W-1000-0122-3";"VENTILKABEL  FOR 1000-M2";;"GMV"
"545";"VMB-210";"App kun til vægtvisning";;
"546";"SL1000-2119";"Cable for LightTower";;"Smartlift"
"547";"SL1000-2120";"Cable for Vac.pump";;"Smartlift"
"548";"SL1000-2121";"Cable for Hydr. pump B+";;"Smartlift"
"549";"SL1000-2122";"Cable for Hydr. pump GND";;"Smartlift"
"550";"W-Lasius-0122-3";"VENTILKABLER Lasius-3";;"GMV"
"551";"W-1222-0105-3";"Curtis 1222 interfacekabel";"2021/12/02 MR: Benkonfiguration i molexstik på side 1 ændret. Anmodet via buglist.";"GMV"
"552";"W-1298-0105-3";"Curtis 1298 interfacekabel";"20211028 MR på vegne af KG: Side 2, stik ben 2 og 4 ombyttet
20211112 MR, R2: på vegne af KG: Ledningslængder forlænget med 6 cm.
2022/01/14 MR: R3 er tilretninger iht. bug nr. 95";"GMV"
"554";"VMB-200";"Weight Display";;
"555";"CNC-SL1000-2900";"CNC Bearbejdet kasse ";;"Smartlift"
"556";"GEM-2383";"Radio Remote Control<12x 0,5#>Controlbox";;
"557";"SMJ-0005";"Kabel";;
"558";"SL1000-2101";"550mm 25# B2- to B4-";;"Smartlift"
"559";"SL1000-2123";"Cable 25# red 550mm batteries";;"Smartlift"
"560";"SL1000-2124";"Sound trans. assy";;"Smartlift"
"561";"CNC-SSM-100";"CNC bearbejdning kasse til SSM-100";;
"562";"SL408-1130";"Kabel";"2022/01/26 MR: Bug 109, venstre hvidt krympeflex forlænget";"Smartlift"
"563";"SL608-1130";"Kabel";"2022/01/26 MR: Bug 107, kabeltester oprettet
2022/01/26 MR: Bug 110, venstre hvidt krympeflex forlænget
";"Smartlift"
"564";"SL408-1001";"Kabelkit for SL408 Rev 1";;
"565";"SL608-1001";"Kabel kit for SL608 Rev 1";;
"566";"6I5O-FBR-APC-102";"Sikkerhedsrelæ for APC-102";;
"567";"GCR-0100";"Controller for GMV Crawler";;"GMV"
"568";"GCR-0105";"Curtis P6";;"GMV"
"569";"GCR-0106";"RELAY <16#> CURTIS+";;"GMV"
"570";"GCR-0107";"RELAY <16#> FUSE20";;"GMV"
"571";"GCR-0108";"FUSE21 <6#> FUSE20";;"GMV"
"572";"GCR-0109";"FUSE21 <6#> CONV.+VI";;"GMV"
"573";"GCR-0110";"PRINT- <6#> CONV.-VI";;"GMV"
"574";"GCR-0111";"PRINT- <16#> CURTIS-";;"GMV"
"575";"GCR-0112";"CONV.-VO <10#> PRINT-";;"GMV"
"576";"GCR-0113";"CONV.+VO <10#> PRINT+";;"GMV"
"577";"GCR-0114";"PRINT- <16#> CHASSIS";;"GMV"
"578";"GCR-0115";"FUSE19 <16#> FUSE20";;"GMV"
"579";"GCR-0116";"Overwrite SW. Kabel";;"GMV"
"580";"GCR-0117";"VAC-VENTIL GMV Crawler";;"GMV"
"581";"GCR-0118";"Jumper GCR";;"GMV"
"582";"GCR-0119";"Nødstop kabel (ZBE-102 - MOLEX)";;"GMV"
"583";"GCR-0120";"Nødstop kabel (MOLEX - RELAY)";;"GMV"
"584";"GCR-0122";"VENTILKABLER GMV Crawler";;"GMV"
"585";"GCR-0123";"VENTILKABLER P2 GMV Crawler";;"GMV"
"586";"GCR-0124";"CURTIS+ <16#> D1";;"GMV"
"587";"GCR-0125";"CURTIS M- <16#> D2";;"GMV"
"588";"GCR-102";"Load sensor kabel GCR";;"GMV"
"589";"GCR-103";"Venstre endstop kabel GCR";;"GMV"
"590";"GCR-104";"Højre endstop kabel GCR";;"GMV"
"591";"GCR-6133-IO";"GMV Crawler Powerbox I8(D) - O8(10A)";;"GMV"
"606";"MMB-211";"MMB-200 med ESP32 (MWD-720)";;
"593";"MWD-850";"Lader for MWD300/800";;
"594";"CNC-MMB-211";"CNC bearbejdet kasse for bl.a. MWD-720";;
"595";"PWM-300";"PWM frekvens reduceringsmodul";"2022/02/07 MR: Bug 108 er delvis udført, men kan først færdiggøres med foto ved næste produktion.";
"596";"W-575-03011";"VAC-Ventiler & Sensorer 575-31";;"GMV"
"597";"W-V4-0100";"Controller for Winlet";;"GMV"
"598";"GMV-9020134";"Cable for Spyglass";;"GMV"
"599";"SL1000-2126";"160mm <25#> red";;
"600";"SL1000-2125";"160mm <25#> BK B1- to B2+";;
"601";"SL1000-2127";"240mm <25#> BK B3- to B4+";"2022/01/14 MR: Tilrettet iht. bug nr. 99";
"603";"90207251";"Ventilkabel for WINLET 1400 (Crawler)";"20211208 MR: Længder tilrettet. Kilde: GMV/EK.";"GMV"
"607";"SL1000-2910";"Komplet print";;"Smartlift"
"608";"21-0001";"test";;"slr"
"609";"MMB-ESP32 BlueTooth";"MMB-ESP32 ESP32 Bluetooth setup";;
"610";"VG-100";"Votech styringskasse for gyllevogn";;"Voltech"
"611";"VT-100";"Styrekasse for Votech gylletrailer";;"Voltech"
"612";"FREI-TEMO200SL";"FREI CAN Interface";"01-01-23. R2 er rettet.
HUSK Der skal påloddes manuelt parallelt over R2 3,9K 0603 Modstand. +5V forsyning tilpasses....";"Smartlift"
"613";"8I10O";"8in 10Out PLC Modul";"EK140322
R17,19,21,23 ændret fra 10K til 33K.";
"614";"MONT-FREI-TEMO-200";"FREI-TEMO-200 produkt.";;
"615";"CNC-FREI-TEMO-200";"CNC bearbejdning kasse til FREI-TEMO-200";;
"616";"CAB FREI-TEMO-200SL";"Cable for FREI-TEMO-200SL";;
"617";"SL408-608-2000 UDVIK";"Udviklings projekt V2.00  CAN 408/608";;"Smartlift"
"618";"W-251";"Alu.prop for fejernbet.";;"GMV"
"619";"APB-6133";"Powerboks 8I8O";;
"620";"APB-6134";"Powerbox Special program";;
"621";"LRR-100";"Langhøj Radio Remote";;"Langhøj"
"622";"SL1000-2128";"Kabel for 6/2 Ventil";"20062022EK 
Aftalt med Erling at montere DIN43650A stik på nuv. løse ledninger. Hvis ikke vi hører nærmere inden næste prod. - vil det være standard fremadrettet. ";"Smartlift"
"623";"SL1000-2129";"Ladekontrol kabel";;"Smartlift"
"624";"LHM-101";"*UNDER UDVIK* Fjernbet modul";;"Langhøj"
"625";"LSC-100";"Langhøj spiralkabel";;"Langhøj"
"626";"Scantruck LS";"Scantruck højde lift sikring";;"Scantruck"
"627";"CGM-100";"CAN Gateway Manipulator";;
"628";"SLS-300";"Scantruck Lift Secure";;"Scantruck"
"629";"TDJHors-100";"UDVIK. Foderautomat";;"TDJHors"
"630";"VOC-110";"4x0,75mm2 kabel <  3M  >DT06-4S";;"Votech"
"632";"JET-140-1";"Stik på lampe";;
"633";"SL1000-2130";"Main supply 2230mm";;"Smartlift"
"692";"SL409-609-2105";"Kabel 16# 1800mm B- <> CurtisB-";;"Smartlift"
"635";"CAB FREI-TEMO-200GMV";"Cable for FREI-TEMO-200GMV";"09-05-2022 : FREI-TEMO200GMV LedningsmonteringR2:
SPEED SIG PU flyttet fra P6.3 til P6.2
Jumper for P5 (ON/OFF) tilføjet.";
"636";"SWC-100";"Smartlift Wired CAN Controller modul";;"Smartlift"
"637";"W-400-03030";"Hyd. ventil kabel v2.00";;"GMV"
"638";"MWD-611";"Remote control m/display";;
"639";"W-400-030324";"Ventilkabel 400 boom";;"GMV"
"640";"MWD-6108";"Mechtronic Wireless Devicekit 8Ch.";;
"641";"SSM-101";"UDVIK. Speeder modul for Volvo S60";;"Langhøj"
"642";"FREI-TEMO200GMV";"FREI CAN Interface GMV";"HUSK Der skal påloddes manuelt parallelt over R2 3,9K 0603 Modstand. +5V forsyning tilpasses....";
"643";"MONT-SL1000-2910";"Monteret print Leaded + SMD";;"Smartlift"
"644";"VMB-310";"App til betonblander vægtvisning";;"Skarpnes"
"646";"SL409-609-2910";"Komplet print for SL409/609";"EK 270223 Møde om :
SL409-609-2910 PCB ændringer 270223.zip";"Smartlift"
"647";"JET-110-3";"Powerbox for Gripper/Stacker V3.0";"09-01-2023EK Software test : GRIP og ROTATION er tilføjet 1sek. forsinkelse på udgangen ved aktivering. Dette er IKKE testet. SW er placeret på følgende sti: F:\Software\Mechtronic\JET-110-3
Filnavn : JET-110-2-09012023.S19";
"648";"JET-KAB09";"Kabel for Gripper / Stacker 8m m/stik";;
"649";"JET-KAB03";"Kabel for JET-110. 2,6M m/stik";;
"650";"LHC-101-0200";"Cable LHM-101";;"Langhøj"
"651";"LHC-101-0300";"Cable LHM-101";"17.11.22 EK 
BU/WH ledning flyttet i P5 stikket fra P5.3 til P5.6 ";"Langhøj"
"652";"LHC-101-0310";"Cable LHM-101";;"Langhøj"
"653";"LHC-101-0210";"Cable LHM-101";;"Langhøj"
"654";"CNC";"* UDVIK *  Mechtronic CAN Controller";;
"655";"SL409-2000";"*UDVIK* Komplet kabelkit og styrekasse SL409-2000";;"Smartlift"
"656";"SL609-2000";"*UDVIK* Komplet kabelkit og styrekasse SL609-2000";;"Smartlift"
"657";"VMB-320";"Betonblander styring";;"VMB"
"658";"SL609-2102";"Kabel <16#> 520mm Mont U Black";;"Smartlift"
"659";"SL609-2103";"Kabel <16#> 440mm Mont V Black";;"Smartlift"
"660";"SL609-2104";"Kabel <16#> 510mm Mont W Black";;"Smartlift"
"661";"SL609-2105";"Kabel <16#> 1800mm Sort ";;"Smartlift"
"662";"SL609-2107";"Kabel <16#> 1800mm monteret Red";;"Smartlift"
"663";"SL609-2108";"Kabel <16#> 175mm monteret Red";;"Smartlift"
"712";"SL409-609-2126";"Kabel 16# 190mm Relay<>Fuse";;"Smartlift"
"665";"SL609-2111";"Kabel forsyning til print <10#> 1500mm Red";;"Smartlift"
"666";"SL609-2200";"Kabel. Curtis Multistik ";;"Smartlift"
"667";"SL609-2101";"700mm <16#> B+ to Main Switch Red";;"Smartlift"
"668";"SL609-2115";"Kabel GND til pint <10#> 1500mm Black";;"Smartlift"
"678";"SL609-0134";"Kabel L+R Bottom swich";;"Smartlift"
"670";"SL409-609-2113";"Kabler for vacuumstater";;"Smartlift"
"671";"SL609-2117";"Vippekontakt Højre <0.75#> 2500mm Black";;"Smartlift"
"672";"SL609-2112";"Kabel <10#> 700mm Red";;"Smartlift"
"673";"SL409-609-2116";"Kabel for PLC";;"Smartlift"
"674";"SL409-609-2117";"Kabel til PLC";;"Smartlift"
"675";"SL609-2120";"Kabel Vakuumpumpe 4x 0,75# 1500mm Sort";;"Smartlift"
"676";"SL609-2118";"Kabel Tiller+OVL <> Styrekasse";;"Smartlift"
"677";"MCC-200";"Mechtronic CAN Controller 2.Ch";;
"679";"SL609-0133";"Kabel OVL + Tiller ";;"Smartlift"
"680";"SL609-2109";"Kabel Vac.Valve RED";;"Smartlift"
"687";"SL609-2130";"Kabe 0,75# RE Main supply <2230mm>M8";;"Smartlift"
"682";"MMB-200-PROG";"FTDI MMB Programmer";;
"683";"SL409-609-2140";"Kabel Curtis P1";;"Smartlift"
"684";"CNC-SL409-609-2900";"CNC for kasse";;"Smartlift"
"685";"SL609-2119";"Cable for LightTower";;"Smartlift"
"686";"SL409-609-2900";"Komplet styrekasse for SL409/609";;"Smartlift"
"693";"SL409-609-2101";"Kabel 16# 800mm B+ to Main Switch Rød";;"Smartlift"
"688";"SL609-2129";"Kabel for ladekontrol";;"Smartlift"
"689";"8I10O-BTG-100";"Batteri Timer Guard";;
"690";"CAB-BTG-100";"Cable Battery Timer Gauge";;
"691";"SL409-2118";"OVL+Tiller cable SL409";;"Smartlift"
"694";"SL409-609-2107";"Kabel <16#> 1540mm monteret Rød";;"Smartlift"
"711";"NCB-100";"CAN adapter";;"NC Nielsen"
"696";"SL409-609-2102";"Kabel 16# 520mm Mont U";;"Smartlift"
"697";"SL409-609-2103";"Kabel 16# 440mm Mont V";;"Smartlift"
"698";"SL409-609-2104";"Kabel 16# 510mm Mont W";;"Smartlift"
"699";"SL409-609-2115";"Kabel Powerkabel HiFlex 10# 1900mmBlack ";;"Smartlift"
"700";"SL409-609-2111";"Kabel Powerkabel HiFlex 10# 650mm Red";;"Smartlift"
"701";"SL409-609-2112";"Kabel Fuse<10# 700mm> PCB B+ Rød";;"Smartlift"
"702";"SL409-609-2200";"Kabel mont. Curtis Multistik";;"Smartlift"
"703";"SL409-609-0134";"Kabel L+R Bottom swich";;"Smartlift"
"704";"SL409-609-2120";"Kabel 2x 1,5# 1500mm Black";;"Smartlift"
"705";"SL409-609-2118";"Kabel Tiller 7x 0,5# 1800mm Grey";;"Smartlift"
"706";"SL409-609-2129";"Kabel for ladekontrol";;"Smartlift"
"707";"SL409-609-2109";"Kabel Vac.Valve";;"Smartlift"
"708";"SL409-2109";"Kabel Vac.Valve";;"Smartlift"
"709";"SSM-102";"Speeder Servo Modul Digital";;
"710";"8I10O-PWM-100";"PWM signalregu. for oliefyr";"Under udvikling. Afventer test (John-Ketner)...";"Ketner"
"713";"MCC-110";"CAN interface til MB GLB";"30-03-2023
Har lavet ny firmware version 1.3.0 til MCC-100, som nu også kan generer hurtige blink med langlys.
Anvender CAN2 på 250bit
Aktiveres når In1 er høj.
Jf. Jesper virker det rigtig fint....

Bortset fra store problemer med TeamViewer, fik vi rimelig hurtigt løst opgaven.

Efterfølgende forsøgte vi at løse endnu et problem med aktivering af alarm når bilen låses udefra imens motor går i tomgang.
Det lykkedes desværre ikke (og igen gik der med tid med at jeg mistede TW forbindelsen…)
";
"714";"NCJ-100";"Joystick CAN modul [NCN]]";;
"715";"TDJ-100";"TDJ Feeder Controller";;
"716";"H+H ERGO";"Ergo H?H";;"GMV"
"717";"LHC-101-0100";"Adapter kabelsæt";;"Langhøj"
"718";"LHC-101-0110";"Adapter kabelsæt dørmotor";;"Langhøj"
"719";"FREI-TEMO-CAB-101";"FREI-TEMO-CAB-100 Kabel for FREI-TEMO-200";;
"720";"SL409-609-2100";"Kabel 16# 200mm B1+ <> B2-";;"Smartlift"
"721";"MWD-6024";"Mechtronic Wireless Devicekit 24Ch.";;
"722";"SL409-609-2108";"Kabel <16#> 175mm monteret Rød";;
"723";"SL409-609-2910V3";"Print for 409/609  box ";;
"724";"SL309-2101";"Kabel 16# 2100mm B+ to Main Switch Rød";;"Smartlift"
"725";"SL309-2115";"Kabel Powerkabel HiFlex 10# 800mmBlack ";;"Smartlift"
"726";"SL309-2111";"Kabel Powerkabel HiFlex 10# 1300mm Red";;"Smartlift"
"727";"SL309-2112";"Kabel Fuse<10# 200mm> PCB B+";;"Smartlift"
"728";"SL309-2120";"Kabel Vac.pump";;"Smartlift"
"729";"SL309-2129";"Kabel for ladekontrol";;"Smartlift"
"730";"SL309-2109";"Kabel Vac.Valve";;"Smartlift"
"731";"SL309-2113";"Kabler for vakuumstat";;"Smartlift"
"732";"SL309-2140";"Kabel Curtis P1";;"Smartlift"
"733";"SL309-0134";"Kabel L+R Bottom swich";;"Smartlift"
"734";"SL309-2118";"Kabel Tiller<>Styrekasse";;"Smartlift"
"735";"SL309-2119";"Kabel OVL<>Styrekasse";;"Smartlift"
"736";"LHC-101-0400";"Cable kit for remote contol 4.Ch.5m";;
"737";"CNC-SL309-2900";"CNC bearbejdet kasse";;"Smartlift"
"738";"SSM-200";"** NYUDVIK. SSM-100 ***";;"Langhøj"
"739";"SSM-103";"Speeder Servo Modul Analog 0V,u/relæ kond.";"EK:24022023 
Produceres som SSM-100. Samme software.
C23,24,35,36 skal ikke monteres.
R10,21 Ændres til 0 Ohm.";"Langhøj"
"740";"SL409-609-2910V4";"Print for styrekasse.";;"Smartlift"
"741";"ETA-100";"Emergncy Tag Access";;
"742";"SL309-2107";"Kabel <16#> 1800mm monter";;"Smartlift"
"743";"JET-211";"Simple JET Control.";;
"744";"MCC-100";"CAN interface 1x CAN Lausø";;
"745";"APB-613-06";"Powerboks Stralis MY2019 S-Way/X-Way";;
"746";"SL1000-2910V3";"Komplet Print";;"Smartlift"
"747";"CNC-JET-110-2";"CNC bearbejdet kasse";;
"748";"CNC-JET-120-2";"CNC bearbejdet kasse";;
"749";"CNC-JET-BET-3";"CNC bearbejdet kasse";;
"750";"900141";"Cable repair kit.";;"Just Easy Tools"
"751";"JET-300";"Stacker styring 2023 (Simple)";;"Just Easy Tools"
